STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2008,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2009,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2010,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2011,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2012,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2013,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2014,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2015,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2016,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2017,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2018,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2019,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2020,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2021,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_GEO,Type of renewable energy: Geothermal,_T,No breakdown by disability,2022,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2000,,130.393,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2001,,129.075,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2002,,127.808,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2003,,126.602,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2004,,132.844,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_ALL,Type of renewable energy: All,_T,No breakdown by disability,2005,,131.673,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
